SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME;CO_MUNICIPIO
340170;SP;Sudeste;EMAP;True;353050
1571451;SP;Sudeste;EMAD I;True;350600
1608436;SP;Sudeste;EMAD I;False;350600
1669184;SP;Sudeste;EMAP;True;350600
1589083;SP;Sudeste;EMAD I;True;350570
2380692;SP;Sudeste;EMAD I;False;353870
2446863;SP;Sudeste;EMAD I;True;350700
2446960;SP;Sudeste;EMAP;True;350700
1608304;SP;Sudeste;EMAD I;True;355030
1603647;SP;Sudeste;EMAD I;True;350600
1686119;SP;Sudeste;EMAD I;True;350600
350524;SP;Sudeste;EMAD I;False;354850
2488809;SP;Sudeste;EMAD II;False;350460
2487888;SP;Sudeste;EMAD I;False;355540
2407515;SP;Sudeste;EMAD I;False;351300
2488183;SP;Sudeste;EMAP;True;355030
2340062;SP;Sudeste;EMAP;True;355170
2152282;SP;Sudeste;EMAD I;False;350950
2382210;SP;Sudeste;EMAD I;True;354910
1578650;SP;Sudeste;EMAP;False;355030
2403021;SP;Sudeste;EMAP;False;352850
2410370;SP;Sudeste;EMAD II;True;354220
1579134;SP;Sudeste;EMAD I;True;354980
1607170;SP;Sudeste;EMAD I;False;355030
1466593;SP;Sudeste;EMAP;True;355030
1691805;SP;Sudeste;EMAD I;False;353870
1691945;SP;Sudeste;EMAP;True;353870
355070;SP;Sudeste;EMAD I;False;355030
2193531;SP;Sudeste;EMAD I;False;350950
1478796;SP;Sudeste;EMAD I;True;354060
1473395;SP;Sudeste;EMAD I;False;355370
1466534;SP;Sudeste;EMAP;False;351510
1504762;SP;Sudeste;EMAD I;False;350960
1614118;SP;Sudeste;EMAP;True;355030
1708589;SP;Sudeste;EMAD I;True;351050
1710672;SP;Sudeste;EMAD I;False;351110
1710680;SP;Sudeste;EMAP;True;351110
2145154;SP;Sudeste;EMAP;True;355030
342017;SP;Sudeste;EMAP;True;353440
341991;SP;Sudeste;EMAD I;True;353440
1498924;SP;Sudeste;EMAD I;False;351880
1531441;SP;Sudeste;EMAP;True;351880
333662;SP;Sudeste;EMAD I;False;352210
1506234;SP;Sudeste;EMAD I;False;355030
2152037;SP;Sudeste;EMAD I;True;350950
1708082;SP;Sudeste;EMAD II;False;351830
1708635;SP;Sudeste;EMAP;True;351830
1483552;SP;Sudeste;EMAD I;False;354780
324698;SP;Sudeste;EMAP;True;351060
1483579;SP;Sudeste;EMAD I;False;354780
1483757;SP;Sudeste;EMAD I;False;354780
1483811;SP;Sudeste;EMAD I;False;354780
354430;SP;Sudeste;EMAD I;False;355030
1675400;SP;Sudeste;EMAD I;True;352390
1675419;SP;Sudeste;EMAP;True;352390
1713612;SP;Sudeste;EMAD II;True;351750
1682679;SP;Sudeste;EMAD I;False;350900
1686674;SP;Sudeste;EMAP;True;350900
1487086;SP;Sudeste;EMAD I;False;354780
1544322;SP;Sudeste;EMAP;True;354780
1544284;SP;Sudeste;EMAP;True;354780
1544314;SP;Sudeste;EMAP;True;354780
1672169;SP;Sudeste;EMAP;True;352230
1576534;SP;Sudeste;EMAD I;True;355400
1586564;SP;Sudeste;EMAP;True;355400
2156768;SP;Sudeste;EMAD II;True;351770
352128;SP;Sudeste;EMAD I;True;354870
352101;SP;Sudeste;EMAP;False;354870
1545396;SP;Sudeste;EMAD I;True;351570
1545418;SP;Sudeste;EMAP;True;351570
1500694;SP;Sudeste;EMAD I;True;354100
365130;SP;Sudeste;EMAD I;True;355030
352608;SP;Sudeste;EMAD I;False;354890
352616;SP;Sudeste;EMAP;True;354890
352543;SP;Sudeste;EMAD I;False;354890
1483137;SP;Sudeste;EMAD I;True;352940
1709038;SP;Sudeste;EMAP;True;352900
1708996;SP;Sudeste;EMAD I;True;352900
1628623;SP;Sudeste;EMAP;True;350960
1712101;SP;Sudeste;EMAD I;False;350400
352136;SP;Sudeste;EMAD I;False;354870
373826;SP;Sudeste;EMAD I;True;355700
352098;SP;Sudeste;EMAD I;True;354870
352071;SP;Sudeste;EMAD I;True;354870
1483269;SP;Sudeste;EMAD I;False;351340
1470698;SP;Sudeste;EMAP;True;354520
348732;SP;Sudeste;EMAD I;False;354520
1569961;SP;Sudeste;EMAD I;True;355030
1483722;SP;Sudeste;EMAD I;False;355030
1547240;SP;Sudeste;EMAD I;True;355240
1547267;SP;Sudeste;EMAP;True;355240
1553313;SP;Sudeste;EMAP;True;350560
2111780;SP;Sudeste;EMAD II;True;350780
1631802;SP;Sudeste;EMAD I;False;353130
1631810;SP;Sudeste;EMAP;False;353130
373702;SP;Sudeste;EMAD I;True;355670
373710;SP;Sudeste;EMAP;True;355670
356085;SP;Sudeste;EMAD I;True;355030
1530399;SP;Sudeste;EMAD I;False;351907
