SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME;CO_MUNICIPIO
1548891;GO;Centro-Oeste;EMAD I;False;522185
1548948;GO;Centro-Oeste;EMAP;True;522185
2270994;GO;Centro-Oeste;EMAD I;False;521800
1682865;GO;Centro-Oeste;EMAD II;False;520995
1565958;GO;Centro-Oeste;EMAD I;True;520860
1565966;GO;Centro-Oeste;EMAP;True;520860
1709119;GO;Centro-Oeste;EMAD II;True;522020
1709127;GO;Centro-Oeste;EMAP;True;522020
1681710;GO;Centro-Oeste;EMAD II;False;520350
1681729;GO;Centro-Oeste;EMAP;True;520350
1596357;GO;Centro-Oeste;EMAD I;True;520870
2242877;GO;Centro-Oeste;EMAD II;False;521120
2242885;GO;Centro-Oeste;EMAP;True;521120
458406;GO;Centro-Oeste;EMAP;True;520870
1531042;GO;Centro-Oeste;EMAD II;True;521890
1537393;GO;Centro-Oeste;EMAP;True;521890
2240513;GO;Centro-Oeste;EMAD II;True;520790
2318253;GO;Centro-Oeste;EMAD II;True;520170
2318261;GO;Centro-Oeste;EMAP;True;520170
2240521;GO;Centro-Oeste;EMAP;True;520790
2272768;GO;Centro-Oeste;EMAD I;True;521040
2297485;GO;Centro-Oeste;EMAP;False;521040
458988;GO;Centro-Oeste;EMAP;True;520870
2241897;GO;Centro-Oeste;EMAD I;False;521250
