SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME;CO_MUNICIPIO
5649;AC;Norte;EMAD I;True;120040
2182378;AC;Norte;EMAP;True;120040
1510657;AC;Norte;EMAD I;False;120020
1510673;AC;Norte;EMAP;True;120020
1589539;AC;Norte;EMAD I;True;120040
